ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
8.9,4.32,8.37,1738.87,6.52,0
7.37,2.46,3.17,517.07,217.44,1
5.46,0.03,5.89,23.63,40.84,0
8.75,0.08,9.82,1376.71,328.08,0
7.86,2.9,1.8,662.09,164.47,1
9.41,5.42,7.91,1523.64,485.86,0
8.65,4.93,8.53,31.64,576.59,0
7.55,3.74,1.53,241.49,173.4,1
7.98,2.1,0.21,273.47,87.17,1
8.92,0.07,8.76,801.89,390.99,0
8.9,0.05,6.46,14.61,546.06,0
6.82,3.58,3.82,728.06,158.29,1
7.12,3.75,2.04,269.45,80.87,1
9.47,4.55,6.51,12.58,17.64,0
8.65,5.04,9.48,1691.93,10.06,0
6.91,3.93,1.73,279.84,65.34,1
7.27,1.31,1.86,482.23,211.98,1
8.03,1.74,3.3,597.83,259.61,1
7.32,1.19,2.39,66.23,247.6,1
5.1,0,6.91,26.2,57.32,0
8.13,3.73,4.45,62.84,67.01,1
7.43,1.67,3.69,700.87,220.32,1
8.66,5.1,6.86,1945.66,21.4,0
9.38,5.59,9.19,1894.73,24.34,0
6.94,2.25,0.66,633.85,74.67,1
8.6,0.03,6.33,35.15,2.42,0
6.36,5.96,7.01,1994.8,6.75,0
6.97,1.29,4.56,478.92,120.73,1
7.52,1.4,1.69,470.38,129.15,1
9.45,4.17,9.12,48.49,41.38,0
7.4,3.07,3.79,596.42,89.33,1
7.29,0.63,1.86,211.63,292.5,1
5.43,0.09,6.36,48.38,40.72,0
8.23,3.79,4.27,715.56,125.06,1
5.52,0.08,5.54,1153.85,41.25,0
7.75,1.61,0.5,797.39,173.86,1
6.83,0.9,2.8,703.26,268.81,1
8.62,0.08,6.85,958.2,467.19,0
5.55,0.01,5.89,823.91,339.23,0
9.19,5.08,9.23,22.13,428.93,0
8.98,0.03,7.17,33.46,54.46,0
9.36,0.06,8.01,35.97,39.21,0
5.96,0.09,6.62,1898.9,529.99,0
5.79,4.98,7.01,25.81,42.4,0
7.3,2.74,3.86,636.55,128.31,1
7.36,3.01,2.71,344.67,261.1,1
7.61,1.4,0.93,59.87,297.05,1
7.47,1.82,3.6,234.78,242.35,1
8.14,1.31,1.36,713.75,63.1,1
7.7,0.81,3.81,427.97,230.3,1
9.14,0.08,9.04,1357.15,30.11,0
6.17,0.07,6.36,1743.53,26.24,0
8.3,3.59,1.78,784.79,203.26,1
8.71,5.46,7.44,15.84,453.9,0
5.17,4.33,5.79,39.94,312.31,0
7.37,2.93,2.17,291.37,141.51,1
8.62,5.03,9.75,1969.95,0.8,0
7.09,1.91,4.97,643.66,272.83,1
5.56,5.26,9.45,1986.63,2.24,0
6.51,0.19,0.69,212.86,251.58,1
8.29,2.37,3.28,630.6,245.36,1
9.47,0.02,5.26,16.28,1.4,0
5.32,0.06,5.78,20.83,5.11,0
6.94,2.94,3.06,373.01,239.66,1
8.74,0.02,8.41,1621.9,47.83,0
7.38,2.58,0.42,554.38,213.84,1
5.5,0.03,5.63,46.48,540.93,0
8.01,0.23,1.55,379.73,188.43,1
8.87,5.59,8.55,41.37,2.96,0
6.32,5.34,6.17,30.26,471.75,0
8.7,4.42,9.28,830.49,328.87,0
5.39,0.07,8.85,1014.23,328.23,0
6.84,0.83,1.65,744.6,147.46,1
5.56,0.04,7.59,40.69,582.45,0
9.41,0.08,7.43,1079.17,492.51,0
5.91,0.02,9.54,1456.36,47.66,0
6.63,2.82,3.04,469.55,134.53,1
5.99,0.03,8.68,1866.16,45.82,0
5.28,5.07,5.73,10.16,358.55,0
6.67,1.66,1.58,466.63,265.13,1
5.58,4.33,8.94,1693.95,574.46,0
7.11,2.51,4.47,337.91,199.11,1
8.62,5.78,9.73,1669.83,522.63,0
5.98,0.07,8.31,1682.58,582.45,0
8.49,0.1,3.28,582.58,71.26,1
5.45,5.07,9.94,1979.92,327.69,0
6.38,0.04,5.41,22.03,35.53,0
5.09,0.06,9.94,867.36,458.9,0
5.09,0.07,8.14,1499.95,552.42,0
5.98,0.06,6,847.43,379.99,0
5.36,0.04,6.81,35.31,548.96,0
8.35,3.93,4.51,545.13,221.47,1
5.27,0.05,9.54,880.56,411.89,0
7.6,1.36,1.45,497.8,71.17,1
8.68,0.01,9.26,848.85,1.89,0
6.5,2.04,4.36,586.68,118.29,1
8.11,3.14,3.34,421.32,261.51,1
7.13,2.9,3.42,166.32,232.78,1
9.38,0.05,7.64,13.14,479.03,0
9.24,0.07,9.88,43.13,30.28,0
8,3.68,4.6,678.88,299.92,1
8.82,4.61,6.03,48.59,39.07,0
6.61,0.43,2.34,61.41,216.33,1
7.16,1.21,1.46,224.13,233.33,1
7.61,0.25,4.17,190.2,157.03,1
7.05,2.86,3.06,671.56,156.1,1
8.36,1.33,2.87,593.27,72.03,1
9.13,0.07,9.77,1903.98,317.49,0
5.73,0.02,5.21,1050.85,343.88,0
6.98,3.38,3.78,122.06,144.27,1
7.54,2.16,0,384.05,106.97,1
8,2.36,2.35,143.12,126.72,1
7.68,0.59,2.27,564.05,291.91,1
7.85,1.12,2.77,674.36,97.18,1
9.08,4.86,5.17,1235.87,455.92,0
8.28,3.16,2.08,341.31,292.62,1
8.07,3.59,4.89,96.54,216.27,1
5.13,0.04,9.03,1772.64,3.3,0
5.07,0.04,6.53,48.53,576.17,0
8.32,0.35,3.85,320.92,193.84,1
5.44,4.74,6.88,47.63,39.44,0
9.41,0.02,9.01,1852.39,32.06,0
6.73,3.92,2.21,100.42,83.3,1
5.41,4.79,9.48,1408.75,472.92,0
8.32,3.67,3.89,495.91,70.4,1
5.11,4.7,9.12,1746.14,57.32,0
7.58,2.16,2.77,261.63,234.14,1
5.78,0.02,9.58,1515.68,386.07,0
8.08,0.2,4.27,589.61,189.74,1
7.97,3.63,1.62,600.37,203.21,1
8.15,2.4,2.74,331.59,156.39,1
5.04,0.08,9.52,19.6,33.59,0
7.21,3.6,0.83,321.12,140.83,1
8.84,0.08,8.56,21.45,401.97,0
8,3.35,1.14,738.35,243.28,1
8.68,5.65,6.43,1910.13,15.44,0
6.94,1.64,2.5,750.95,98.33,1
6.68,3.34,0.04,738.06,88.58,1
8.6,0.08,7.54,10.88,308.88,0
7.95,1.61,0.54,548.16,182.64,1
5.53,0.04,7.44,18.97,404.8,0
7.86,1.53,3.34,587.5,296.2,1
6.65,1.9,0.16,626.8,165.42,1
9.1,5.47,6.72,15.96,14.04,0
7.13,1.06,4.55,586.38,181.21,1
8.08,3.46,3.68,74.69,145.57,1
8.93,0.04,6.27,1597.31,16.45,0
9.23,0.03,7.71,31.3,580.84,0
7.9,1.75,3.82,536.62,80.68,1
5.17,0.05,8.49,29.95,6.62,0
5.68,0.05,5.75,950.46,401.36,0
8.82,4.6,6.87,18.82,386.24,0
9.28,5.56,9.83,39.41,460.26,0
9.13,5.7,8.83,11.85,358.8,0
8.68,5.01,9.45,1603.61,457.54,0
6.38,4.36,8.05,21.93,326.36,0
7.79,3.4,1.88,410.59,107.68,1
8.88,0.07,5.84,1177.21,495.01,0
9.37,5.35,6.05,1368.71,457.6,0
5.05,0.01,7.6,1823.5,12.41,0
6.26,4.74,9.04,990.93,41.17,0
7.36,3.26,3.32,708.97,177.13,1
6.65,1.76,0.38,205.92,142.85,1
6.92,3.4,1.35,307.18,276.08,1
6.19,0.05,9.65,14.67,14.31,0
6.21,0.01,8.61,23.9,24.93,0
6.63,0.73,2.5,182.65,122.32,1
6.58,3.78,3.93,676.05,143.71,1
8.89,5.83,6.4,28.26,13.71,0
8.61,0.04,9.13,857.74,50.14,0
8.62,0.07,8.23,1556.57,33.74,0
7.06,1.5,2.92,435.64,258.31,1
6.89,1.13,1.92,316.74,81.51,1
8.11,3.67,1.74,711.47,263.36,1
7.45,1.04,1.4,711.61,261.63,1
5.05,4.45,7.7,37.1,28.32,0
8.62,0.03,5.21,825.76,54.6,0
7.23,2.91,0.04,629.85,221.51,1
7.64,1.35,2,638.67,259.57,1
6.77,2.81,4.74,251.66,103.23,1
7.51,3.87,3.07,488.03,163.8,1
9.3,5.13,6.7,1562.08,27.47,0
5.79,5.33,9.57,11.36,412.01,0
7.89,2.07,3.54,291.65,132.13,1
9.21,4.71,8.91,24.09,4.26,0
5.67,0.08,9.51,39.81,349.6,0
9,5.78,8.14,1101.01,566.45,0
7.62,2.06,4.59,86.96,63.78,1
8.39,0.92,1.72,769.49,269.11,1
8.78,4.26,5.77,1263.8,306.6,0
5.37,0.01,9.09,1861.69,15.5,0
7.47,3.28,2.62,106.01,165.81,1
8.93,4.23,5.17,42.87,2.17,0
5.7,5.76,6.71,809.45,534.53,0
8.69,0.01,7.84,1874.94,424.56,0
8.95,0.06,5.7,43.61,361.47,0
8.44,2.23,3.82,517.93,257.84,1
9.06,5.48,9.24,1309.61,361.47,0
6.26,0.09,5.39,1226.76,472.53,0
8.36,3.88,2.92,260.32,129.56,1
8.82,0.07,5.32,33.94,29.43,0
5.81,5.52,7.19,37.32,401.97,0
6.54,1.21,2.34,604.5,143.44,1
7.9,2.66,3.23,235.11,209.96,1
5.42,5.89,5.53,12.72,48.69,0
5.96,5.06,7.77,23.5,417.45,0
5.58,0.06,5.59,1503.19,545.17,0
5.42,4.68,5.46,39.89,386.07,0
6.24,0.07,7.73,947.16,537.08,0
9.02,0.07,9.09,21.99,395.38,0
9.06,5.3,7.07,26.26,436.34,0
8.43,2.41,3.62,692.11,96.97,1
9.29,5.23,7.4,47.39,47.69,0
8.91,4.93,5.82,41.32,5.65,0
6.52,3.63,2.13,686.55,181.87,1
6.24,0.04,5.1,22.8,523.07,0
5.81,4.13,9.3,21.93,355.71,0
5.78,4.41,6.18,1344.61,11.81,0
8.35,1.48,0.73,663.01,98.27,1
5.79,4.87,7.6,1393.67,598.15,0
8.05,1.1,4.91,620.29,263.8,1
6.98,1.79,4.96,765.07,102.27,1
5.68,4.88,7.69,1982.03,582.45,0
7,2.42,4.58,239.63,100.58,1
8.47,1.07,1.04,716.27,212.12,1
9.36,5.62,5.83,36.5,326.36,0
7.47,1.09,1.07,171.95,273.54,1
9.02,5.8,6.22,1055.66,390.36,0
8.7,0.05,5.24,18.61,382.22,0
6.82,3,4.72,276.64,195.01,1
9.18,5.39,5.23,42.02,564.58,0
6.06,0.08,7.96,1540.37,473.37,0
8.15,2.26,0.17,97.23,61.46,1
7.43,2.08,2.56,265.53,215.29,1
8.85,0.01,9.04,1017.99,39.19,0
7.12,1.58,0.53,161.56,278.89,1
8.02,1.41,1.68,741.42,268.75,1
7.98,3,2.8,307.42,94.92,1
5.62,4.91,8.04,1404.69,578.13,0
7.43,3.94,2.14,572.11,274.5,1
6.97,3.75,0.17,200.89,135.1,1
6.32,4.5,8.96,1586.01,566.45,0
9.24,0.05,9.51,1004.23,308.96,0
8.69,0.07,8.97,48.42,2.09,0
7.84,1.13,3.88,369.97,207.48,1
5.84,5.84,5.35,1877.22,45.62,0
9.32,4.67,9.74,1357.76,20.41,0
7.3,3.61,0.28,442.12,74.19,1
8.86,5.95,9.15,40,52.3,0
6.03,0.03,5.72,30.67,391.63,0
6.53,1.19,1.16,210.28,250.55,1
6.57,0.82,0.04,674.75,255.34,1
7.69,0.94,4.66,68.22,151.87,1
8.73,5.66,7.67,1269.47,515.94,0
9.21,0.08,6.16,1723.25,328.91,0
7.68,3.1,2.29,639.59,263.21,1
7.9,1.93,1.99,512.44,144.98,1
8,1.81,3.5,354.14,260.72,1
9.37,4.62,9.07,1637.38,1.14,0
6.65,1.34,3.62,520.82,274.04,1
9.08,0.03,7.95,29.21,57.96,0
7.89,1.87,2.66,678.63,60.87,1
5.83,0.08,6.33,24.74,593.07,0
5.97,0.04,9.47,1809.82,330.81,0
8.46,2.07,1.62,191.55,141.48,1
8.36,2.37,4.83,191.93,118.24,1
8.2,2.82,0.2,197.51,257.8,1
6.95,1.57,1.05,222.44,63.74,1
6.64,0.88,4.05,103.81,284.31,1
7.42,3.31,2.04,737.11,71.27,1
8.44,0.87,4.05,702.75,70.45,1
7.81,0.71,0.5,148.39,294,1
6.2,0.04,7.38,1347.83,57.94,0
7.02,3.42,2.16,450.77,279.99,1
8.87,0,8.36,1024.75,398.29,0
8.25,1.53,2.19,303.16,129.66,1
7.79,2.55,2.93,538.55,76.67,1
7.87,1.66,1.64,88.73,119.41,1
5.38,4.39,6.77,46.36,2.09,0
6.07,0.07,7.16,1893.59,47.45,0
5.8,4.34,6.64,1189.88,405.37,0
9.49,5.23,9.68,22.6,21.18,0
8.1,1.02,3.71,300.5,232.52,1
5.03,0.01,5.39,44.79,13.91,0
8.43,1.88,4.92,649.42,253.92,1
5.78,0.03,5.41,1535.06,306.76,0
6.56,1.22,2.02,337.63,187.84,1
5.84,0.08,7.58,1451.92,4.85,0
6.78,2.91,0.56,609.47,149.19,1
7.4,1.74,3.77,274.12,267.19,1
7.52,1.42,0.96,74.14,214.73,1
5.7,5.71,7.73,40.79,15.71,0
9.44,0.02,5.25,24.84,521.67,0
8.18,0.13,2.63,496.66,61.37,1
6.82,0.87,4.89,741.41,65.68,1
7.91,0.49,3.22,555.49,137.6,1
9.09,4.2,9.78,1517.98,557.97,0
8.2,1.03,2.5,576.46,127.46,1
8.88,0.08,6.76,815.39,43.82,0
9.24,4.99,8.99,13.34,20.04,0
9.07,5.81,8.12,1880.77,33.89,0
8.01,2.52,3.39,283.56,95.33,1
8.69,0.06,7.28,17.54,51.68,0
8.99,0.08,8.63,1363.65,473.37,0
5.2,0.02,5.8,42.14,352.73,0
7.25,3.54,0.05,619.77,157.03,1
5.84,5.35,9.22,1377.48,10.48,0
7.33,1.45,4.57,783.39,218.92,1
6.64,1.47,2.3,378.11,123.18,1
8.37,1.73,3.04,433.58,80.9,1
7.21,3.75,4.68,616.71,65,1
7.84,0.93,3.66,619.78,190.49,1
6.85,1.16,3.87,602.95,185.32,1
7.22,3.53,4.87,83.64,255.38,1
7.8,1.04,2.63,663.11,90.82,1
9.47,4.18,9.97,46.21,410.25,0
5.88,5.4,9.6,1085.73,347.16,0
7.08,2.27,0.25,523.62,220.28,1
5.09,4.22,8.64,1555.47,354.97,0
6.81,0.66,3.53,617.98,90.86,1
8.26,0.76,3.35,128.01,224.85,1
5.48,4.12,5.27,1415.42,465.96,0
7.54,2.8,3.06,179.44,261.14,1
5.67,5.46,6.88,17.6,58.4,0
7.46,0.41,4.42,585.47,91.24,1
9.37,0.02,5.69,29.49,1.81,0
8.19,2.35,0.89,681.53,199.61,1
7.14,2.78,3.97,610.92,113.69,1
7.7,2.33,4.29,615.9,98.12,1
7,3.31,0.23,722.85,167.97,1
8.42,2.21,0.25,727.49,197.05,1
6.13,0.03,6.13,1012.2,576.15,0
8.9,5.84,8.98,43.73,396.96,0
8.86,0.05,5.34,23.72,27.35,0
8.88,4.53,5.73,10.68,33.45,0
9.04,0.06,7.67,12.79,331.31,0
5.05,5.19,7.88,927.03,30.24,0
6.03,0.03,6.55,18.62,502.17,0
8.78,4.93,7.14,1180.93,312.61,0
9.17,5.09,9.13,1045.81,460.26,0
8.24,1.06,1.16,799.36,220.48,1
7.57,0.87,0.73,654.02,297.05,1
8.76,0.01,8.73,16.73,10.31,0
7.52,1.94,4.61,331.38,248.85,1
7.94,2.1,1.65,341.35,204.73,1
9.38,0.07,9.8,10.96,24.62,0
7.31,1.42,4.34,745.21,61.73,1
8.31,1.05,1.49,734.45,185.33,1
8.81,0.06,6.61,39.26,48.77,0
7.32,1.92,3.07,451,250.54,1
9.12,0.05,9,25.42,58.8,0
5.7,0.01,5.49,11.44,17.89,0
8.77,0.01,9.79,1456.11,337.96,0
6.58,0.81,2.87,347.56,214.63,1
5.57,5.68,5.46,34.55,442.97,0
8.28,2.49,3.86,211.86,273.63,1
7.37,0.6,2.96,303.53,152.89,1
5.47,0.04,6.26,34.52,54.69,0
6.35,0.02,6.54,24.36,409.44,0
8.86,5.31,9.8,48.45,22.42,0
5.36,0.09,5.15,1108.35,8.25,0
7.02,1.06,3.44,437.17,195.67,1
8,3.95,1.51,485.15,121.05,1
7.3,0.25,0.24,101,65.04,1
9.27,0.02,8.91,37.69,42.66,0
7.21,1.57,2.79,481.03,155.77,1
7.17,3.48,0.64,76.78,255.95,1
9.11,0.08,8.86,38.82,386.99,0
6.79,2.9,2.69,252.9,196.55,1
7.61,2.81,4.4,256.51,219.8,1
7.74,1.55,0.27,303.59,122.82,1
7.34,2.74,4.77,201.56,223.59,1
9.4,5.47,6.2,806.33,23.51,0
5.59,4.36,7.49,46.77,361.95,0
9.2,5.03,6.2,1488.59,560.4,0
8.78,4.17,6.09,864.23,10.13,0
7.31,2.51,2.7,716.97,164.08,1
9.35,0.03,9.41,26.86,3.18,0
8.23,2.86,2.21,593.35,216.51,1
7.11,2.48,3.08,214.15,69.43,1
7.25,1.68,0.02,715.2,243.23,1
6.76,0.38,4.71,623.49,80.83,1
5.03,0.03,6.76,1507.67,51.38,0
8.9,4.94,6.83,17.01,28.34,0
7.47,3.87,2.97,746.1,227.2,1
6.84,0.88,2.73,159.62,87.12,1
5.88,4.5,7.81,24.49,534.23,0
7.27,1.36,2.04,248.68,118.9,1
9.06,0.08,5.97,1444.58,509.53,0
9.06,4.85,6.81,1746.97,54.17,0
8.26,3.25,0.72,283.07,205.11,1
7.56,0.14,3.57,431.43,165.17,1
9.08,0.01,8.36,1173.21,466.22,0
8.61,0.03,7.5,1031.67,51.46,0
9.34,0.01,7.7,1790.91,21.12,0
8.9,0.08,5.87,1105.81,553.83,0
6.75,3.5,1.36,567.8,222.66,1
8.82,0.09,5.96,10.3,430.66,0
8.43,0.43,2.37,570.7,121.4,1
6.87,2.71,0.51,651.07,213.7,1
8.92,4.38,7.37,1880.17,389.3,0
9.16,0.09,8.11,21.48,31.38,0
6.14,5.01,9.11,838.76,52.09,0
8.15,1.29,1.08,750.84,208.43,1
7.69,3.09,4.96,396.54,126.92,1
6.78,4,0.75,445.64,201.35,1
7.74,1.56,1.48,398.54,291.36,1
6.29,0.04,7.84,45.2,563.18,0
6.98,3.34,4.61,92.54,130.67,1
8.73,0.02,8.12,11.55,316.76,0
5.13,4.26,9.39,1174.55,11.65,0
5.48,0.07,7.25,23.52,527.21,0
6.51,0.88,4.87,167.79,111.71,1
6.76,2.12,2.08,111.79,258.26,1
7.34,0.83,2.04,296.52,167.7,1
5.31,5.63,9.94,18.1,386.07,0
7.86,1.34,0.91,579.4,260.64,1
8.06,2.19,4.79,598.64,234.95,1
5.24,0.01,9.71,22.37,543.3,0
5.84,0.01,7.63,41.81,585.65,0
7.54,0.28,0.57,504.57,80.41,1
7.97,0.54,2.19,728.81,130.17,1
7.89,1.73,3.51,417.15,141.85,1
8.48,1.14,2.95,374.36,295.54,1
7.29,3.8,3.9,763.55,133.22,1
5.49,0.03,6.07,1506.4,575.64,0
5.88,0.02,7.1,1398.78,309.98,0
9.24,4.22,5.38,1050.51,20.09,0
7.02,0.96,4.21,203.3,164.07,1
8.91,4.46,7.53,43.13,36.76,0
6.71,2.38,3.27,335.33,202.3,1
9.11,4.23,8.53,44.79,435.09,0
8.29,1.5,4.3,135.72,80.55,1
5.5,4.87,5.8,1208.15,505.56,0
6.67,1.9,3.47,696.73,105.98,1
8.74,0.09,5.6,1747.82,22.08,0
7.46,2,2.1,153.46,123.67,1
9.24,4.69,7.89,18.91,50.83,0
6.54,0.75,4.43,100.67,159.47,1
8.14,3.9,2.03,205.1,228.24,1
9.16,5.77,5.46,41.41,49.59,0
7.06,0.36,4.89,775.29,80.57,1
7.3,0.66,4.98,404.69,224.69,1
7.62,0.56,4.24,350.11,158.29,1
8.69,4.82,9.68,23.63,594.49,0
6.97,2.35,4.49,425.4,277.8,1
6.04,4.82,8.83,12.97,25.63,0
7.26,1.22,0.97,578.74,231.44,1
8.32,0.61,4.7,414.66,259.58,1
6.8,0.87,2.07,459.33,295.95,1
8.15,0.25,1.58,573.23,184.42,1
8.64,4.38,8.29,26.44,440.26,0
6.25,5.64,8.77,1624.3,43.66,0
8.71,0.06,6.55,1360.4,523.35,0
7.51,0.92,1.7,288.48,207,1
8.82,4.34,6.64,1262.34,362.99,0
8.19,2.4,4.73,471.56,169.42,1
7.15,3.63,3.17,211.59,294.76,1
8.94,5.11,6.05,879.68,32.9,0
7.52,0.85,2.13,374.46,249.69,1
8.11,2.19,0.02,316.19,160.93,1
8.67,0.03,5.58,1688.89,424.01,0
9.19,0.03,9,1475.31,58.35,0
6.54,3.1,4.61,776.84,276.35,1
5.76,4.48,8.91,27.94,363.74,0
7.89,3.83,4.95,401.56,118.89,1
7.54,1.45,2.99,478.78,256.18,1
7.89,0.92,2.42,621.29,267.74,1
7.34,1.85,4.43,338.01,251.52,1
8.17,2.53,2.04,371.69,111.24,1
5.7,5.44,9.05,42.73,30.28,0
6.12,0.04,8.2,1577.4,389.36,0
6.55,1.64,2.17,549.15,285.99,1
7.45,1.03,4.93,455.83,248.6,1
7.25,3.57,2.09,433.16,217.86,1
8.38,3.31,0.42,450.13,246.97,1
5.76,4.37,7.78,1938.08,34.12,0
9.06,5.47,6.84,46.02,578.81,0
6.68,2.41,1.64,214.3,243.49,1
5.05,0.02,7.82,1650.08,502.17,0
8.84,4.68,6.32,48.85,43.71,0
7.65,1.07,0.04,793.02,200.61,1
8.47,1.52,3.02,449.03,202.78,1
8.29,1.28,4.72,591.1,113.23,1
8.8,5.59,5.17,1593.25,546.15,0
8.18,1.09,4.58,290.45,235.41,1
5.05,0.08,6.25,1997.64,521.05,0
6.89,2.97,2.44,551.39,219.38,1
5.04,5.57,9.88,864.9,27.52,0
7.63,2.33,0.96,356.12,182.93,1
5.82,0.04,8.37,943.07,40.68,0
6.71,0.65,1.55,280.01,266.59,1
8.86,5.68,7.6,41.37,430.66,0
8.83,4.74,7.65,29.29,16.28,0
9.44,4.31,5.91,23.94,24.62,0
7.57,1.25,0.92,274.01,271.59,1
8.28,3.46,2.69,170.17,285.03,1
5.31,0,8.79,1720.46,20.54,0
8.35,3.3,2.16,755.92,271.02,1
7.85,2.91,4.87,534.27,185.58,1
9.26,5.23,6.16,1445.28,49.71,0
5.15,5.44,6.46,1757.75,52.34,0
7.85,1.41,3.95,134.87,113.53,1
8.23,1.17,4.7,516.39,80.06,1
7.18,1.07,2.4,289.75,152.47,1
6.76,3.92,1.07,775.37,142.06,1
5.89,0,8.9,21.3,377.47,0
9.12,0.05,9.75,1388.23,383.27,0
5.71,0.05,7.36,43.27,18.13,0
5.24,4.56,7.6,1587.76,303.91,0
5.62,0.02,6.96,1686.01,422.68,0
5.08,5.23,7.78,1732.76,452.93,0
8.2,3.82,4.56,356.61,165.33,1
8.32,0.26,2.12,287.36,68.26,1
6.66,2.63,1.78,231.81,242.3,1
8.87,0.03,5.24,1132.85,31.72,0
5.9,5.6,6.96,1153.85,339.67,0
6.27,5.21,5.7,1887.13,337.7,0
6.88,0.11,4.48,321.54,69.96,1
9.23,0.08,6.03,43.97,14.42,0
6.68,2.66,4.56,650.87,225.44,1
8.08,3.35,4.72,403.65,263.86,1
9.31,5.6,6.04,1991.33,553.88,0
8.05,2.37,2.73,656.44,266.88,1
7.2,2.93,3.6,382.55,172.07,1
9.46,0.02,6.22,34.86,355.91,0
9.21,0.02,6.33,36.76,401.61,0
5.84,0.02,5.94,39.66,415,0
7.49,1.81,1.91,418.45,198.47,1
8.34,1.45,3.15,701.79,98.53,1
5.48,4.65,8.69,1569.28,343.9,0
8.66,5.29,5.57,811.08,450.69,0
7.28,1.76,3.81,790.16,237.81,1
5.1,0.02,7.52,29.43,435.35,0
7.03,3.07,3.99,61.62,147.97,1
7.66,1.16,3.98,89.59,274.91,1
9.27,0.05,7.04,952.52,45.61,0
8.08,1.67,3.57,409.97,119.3,1
6.22,4.3,7.87,28.58,14.85,0
9.43,0.06,9.25,1888.62,19.98,0
5.18,5.68,6.47,25.66,36.29,0
6.83,1.06,2.66,485.76,227.4,1
6.95,2.7,4.9,581.73,247.53,1
8.07,2.62,0.93,202.23,296.04,1
6.6,0.3,3.8,298.18,70.76,1
5.36,0.07,8.51,1676.42,586.03,0
5.52,5.04,9.33,1838.97,421.85,0
7.69,0.56,4.16,194.17,256.34,1
7.93,0.74,3.78,481.58,212.96,1
6.9,1.6,1.22,507.1,65.27,1
6.29,0.07,5.21,1126.81,49.12,0
5.88,5.24,8.21,40.77,36.21,0
8.05,1.44,4.68,531.31,155.14,1
6.89,1.1,4.99,434.44,227.09,1
7.08,3.45,1.3,566.3,118.01,1
8.12,1.28,0.88,144.97,155.59,1
5.93,0.02,9.34,1706.14,16.71,0
5.99,5.16,8.26,17.05,35.12,0
5.71,5.4,9.22,1855.61,36.7,0
8.14,1.47,1.34,107.16,211.56,1
5.67,5.4,5.34,40.08,513.24,0
6.73,1.72,2.98,226.01,255.53,1
5.7,0.05,6.81,1832.8,427.43,0
7.8,0.19,3.54,321.84,284.02,1
7.21,2.31,4.9,595.26,78.07,1
7.63,2.67,0.29,306.85,65.96,1
9.38,0.01,6.76,28.08,39.64,0
9.34,4.11,6.88,17.16,50.8,0
7.23,2.71,0.22,268.93,216.04,1
7.86,0.52,1.08,720.58,93.85,1
7.02,0.39,0.21,133.36,165.83,1
5.01,5.09,5.79,25.66,9.46,0
7.39,0.83,2.79,701.43,90.11,1
9.18,0.06,9.42,1736.94,413.26,0
9.17,5.09,6.63,1894.85,384.19,0
7.08,3.52,2.09,403.73,217.87,1
8.15,2.47,0.91,373.95,120.64,1
6.66,1.51,0.54,521.51,192.58,1
9.05,4.73,8.43,811.08,51.86,0
9.07,0.01,6.79,1410.98,56.3,0
5.01,0.05,6.56,1956.51,491.79,0
6.87,0.5,1.79,371.07,179.66,1
8.45,3.03,1.29,134.09,231.66,1
7.26,3.79,3.4,642.88,129.81,1
5.12,5.64,5.98,1603.61,14.09,0
5.22,5.99,9.64,1330.93,324.19,0
6.97,0.51,0.2,741.65,152.75,1
8.61,0.06,7.36,29.43,39.62,0
8.7,0.07,7.37,19.67,37.58,0
5.81,0.07,5.66,21.91,490.96,0
7.51,3.97,2.63,550.07,289.64,1
6.69,0.76,4.83,794.54,209.24,1
7.41,1.08,3.81,545.09,205.87,1
7.24,3.39,3.27,292.95,66.98,1
8.84,4.9,6.54,20.22,44.66,0
5.62,0.04,9.2,1297.07,590.39,0
8.06,0.66,2.31,613.3,154.2,1
8.68,5.76,8.75,1100.64,37.5,0
7.43,2.39,2.79,692.52,276.39,1
5.57,0,6.12,37.4,7.65,0
9.32,0.02,9.36,1327.78,49.8,0
7.12,2.26,4.86,612.62,154.67,1
6.12,5.96,6.93,11.38,34.25,0
6.83,2.2,4.11,738.64,204.43,1
7.57,1.65,3.41,306.9,255.82,1
9.49,0.02,5.14,1562.35,464.47,0
9.03,4.19,7.06,1109.55,5.65,0
8.78,0.05,6.54,14.66,429.22,0
6.85,1.54,1.37,63.01,130.85,1
8.43,2.64,1.2,401.06,181.11,1
9.39,5.74,6.29,40.32,427.7,0
6.4,4.53,7.35,14.99,313.84,0
8.88,0.03,7.2,15.18,564.58,0
7.12,1.88,4.34,594.27,267.38,1
5.36,0.06,8.86,1435.05,24.57,0
8.26,2.79,2.34,160.14,134.12,1
9,0.05,6.1,1012.57,6.53,0
7.37,0.59,4.14,456.99,125.51,1
8.33,2.23,1.99,795.03,89.81,1
6.88,2.18,4.53,460.28,113.84,1
5.7,5.6,5.71,11.8,592.33,0
7.59,2.39,2.52,441.56,81.12,1
5.31,5.37,8.52,1099.03,520.26,0
8.36,3.63,1.81,62.98,200.12,1
5.3,4.29,6.96,1333.41,25.33,0
8.81,0.09,8.72,22.66,33.65,0
5.21,4.63,7.55,1243.38,440.67,0
7.85,1.69,1.58,253.84,213.5,1
6.82,3.65,4.53,349.43,79.63,1
6.9,3.25,3.8,418.85,258.88,1
9.16,0.07,8.56,1941.61,34.28,0
